Fecha de la captura,Nombre Blockchain,Token,Nombre,Precio (en US$),Ranking,Clase
07/11/2023,Ethereum,PEPE,Pepe,0.0045542544644624,3619.0,3
08/11/2023,Ethereum,PEPE,Pepe,8.5861953612973e-06,28.0,3
08/11/2023,Ethereum,PEPE,Pepe,0.0045542544644624,3619.0,3
09/11/2023,Ethereum,PEPE,Pepe,8.5861953612973e-06,28.0,3
09/11/2023,Ethereum,PEPE,Pepe,0.0045542544644624,3619.0,3
10/11/2023,Ethereum,PEPE,Pepe,8.5861953612973e-06,28.0,3
10/11/2023,Ethereum,PEPE,Pepe,0.0045542544644624,3619.0,3
11/11/2023,Ethereum,PEPE,Pepe,8.5861953612973e-06,28.0,3
11/11/2023,Ethereum,PEPE,Pepe,0.0045542544644624,3619.0,3
12/11/2023,Ethereum,PEPE,Pepe,8.5861953612973e-06,28.0,3
12/11/2023,Ethereum,PEPE,Pepe,0.0045542544644624,3619.0,3
13/11/2023,Ethereum,PEPE,Pepe,8.5861953612973e-06,28.0,3
13/11/2023,Ethereum,PEPE,Pepe,0.0045542544644624,3619.0,3
14/11/2023,Ethereum,PEPE,Pepe,8.5861953612973e-06,28.0,3
14/11/2023,Ethereum,PEPE,Pepe,0.0045542544644624,3619.0,3
15/11/2023,Ethereum,PEPE,Pepe,8.5861953612973e-06,28.0,3
15/11/2023,Ethereum,PEPE,Pepe,0.0045542544644624,3619.0,3
