name,symbol,quote,category,market_cap,price,volume_24h,circulating_supply,blockchain
Nosana,NOS,1.835632349082689,ai-big-data,88473193.02425052,1.835632349082689,889697.5703831,48197665.0,Solana
Treasure,MAGIC,0.3272799411278989,gaming,87323610.68931821,0.3272799411278989,8192478.10431937,266816262.519409,Arbitrum
Solidus Ai Tech,AITECH,0.0849956928831674,ai-big-data,85162437.51846129,0.0849956928831674,4255496.22073911,1001961801.0,BNB
HarryPotterObamaSonic10Inu (ERC-20),BITCOIN,0.0834058022906546,memes,83388967.24649128,0.0834058022906546,1787210.31418131,999798155.0,Ethereum
dKargo,DKA,0.0189796221363513,ai-big-data,81224874.56136718,0.0189796221363513,1400428.29169025,4279583333.0,Ethereum
Sleepless AI,AI,0.3718655186179141,ai-big-data,80880750.29939634,0.3718655186179141,11529881.47456704,217500000.0,BNB
Fusionist,ACE,2.140950843758775,gaming,79978830.55268246,2.140950843758775,7572619.45954408,37356687.0,BNB
Mumu the Bull,MUMU,3.4340494935618456e-05,memes,78406369.71845508,3.4340494935618456e-05,1725370.61150164,2283204416985.0,Solana
Phala Network,PHA,0.1030979387267303,ai-big-data,77346572.27556355,0.1030979387267303,3977534.99871803,750224235.6229556,Ethereum
PepeFork,PORK,1.750175851132885e-07,memes,73628147.88130933,1.750175851132885e-07,1502771.37835786,420690000000000.0,Ethereum
Portal,PORTAL,0.2546060712835861,gaming,71489318.72695184,0.2546060712835861,6820522.57662589,280784029.8801256,Ethereum
Seedify.fund,SFUND,1.0939457285226546,gaming,67944588.50542855,1.0939457285226546,2411237.80752105,62109652.0,BNB
Dogelon Mars,ELON,1.2166437014011501e-07,memes,66873158.07723511,1.2166437014011501e-07,1174743.77588854,549652770159583.3,Ethereum
ANDY (ETH),ANDY,6.604122913297099e-05,memes,66041229.132971,6.604122913297099e-05,1631710.2008521,1000000000000.0,Ethereum
SLERF,SLERF,0.1306937172970346,memes,65346564.58765338,0.1306937172970346,8281385.3477648,499997750.0,Solana
Goldfinch,GFI,2.202558864443663,real-world-assets,64172182.88791313,2.202558864443663,444101.39260993,29135286.2,Ethereum
NetMind Token,NMT,1.867369705941572,ai-big-data,62463905.0766444,1.867369705941572,6346332.62544594,33450208.0,Ethereum
Node AI,GPU,0.646453215401507,ai-big-data,61458252.94096728,0.646453215401507,967663.19039299,95069916.08479516,Ethereum
michi (SOL),$MICHI,0.1108629759862891,memes,61614252.6369949,0.1108629759862891,3791274.20160609,555769426.978173,Solana
Myro,MYRO,0.06417964234784,memes,60598663.15016617,0.06417964234784,9686580.86857012,944203815.0,Solana
ShibaBitcoin,SHIBTC,0.69749846672472,memes,60306467.94136949,0.69749846672472,2021238.94524724,86461076.0,BNB
Wen,WEN,8.229629733436184e-05,memes,59888410.60182671,8.229629733436184e-05,4693088.00054002,727716951329.0,Solana
NFPrompt,NFP,0.2037905132478744,ai-big-data,59682005.96024652,0.2037905132478744,5424900.46157536,292859589.0410959,BNB
Apu Apustaja,APU,0.0001848210927979,memes,58837150.11592152,0.0001848210927979,7672160.89044012,318346511348.8945,Ethereum
Undeads Games,UDS,1.3328845587786988,gaming,58046851.172845006,1.3328845587786988,650476.05759424,43549796.41,Ethereum
Milady Meme Coin,LADYS,7.774273350006814e-08,memes,57091622.035636656,7.774273350006814e-08,3501872.99715865,734366023232083.0,Ethereum
BOBO,BOBO,8.050016844903851e-07,memes,53238339.075323015,8.050016844903851e-07,2706404.30753122,66134444313649.0,Ethereum
Kendu Inu,KENDU,5.455563969911017e-05,memes,51742104.28230205,5.455563969911017e-05,482313.00930881,948428147258.0,Ethereum
MARBLEX,MBX,0.3689884054718265,gaming,51561875.61460701,0.3689884054718265,864872.84896178,139738471.04673845,Klaytn
PlatON,LAT,0.0083556238663926,ai-big-data,50067413.75601921,0.0083556238663926,6585299.84218344,5992061700.790118,No asociado a ningun blockchain
Snek,SNEK,0.000671706205677,memes,49192634.40224095,0.000671706205677,606205.33881127,73235343051.0,Cardano
GamerCoin,GHX,0.071670595219661,gaming,46583387.26292781,0.071670595219661,1578399.62638783,649965123.3557609,Ethereum
Daddy Tate,DADDY,0.0725040345648567,memes,43479823.33576129,0.0725040345648567,2250404.41244794,599688329.024883,Solana
PeiPei (ETH),PEIPEI,1.0535437086873893e-07,memes,43317117.91528528,1.0535437086873893e-07,2361853.15347239,411156343662799.7,Ethereum
HashAI,HASHAI,0.0005090405637926,ai-big-data,43046922.98552993,0.0005090405637926,213155.95414235,84564818695.0,Ethereum
MANEKI,MANEKI,0.0049050818071834,memes,41314950.82753968,0.0049050818071834,8862991.96466553,8422887212.0,Solana
Degen,DEGEN,0.0029174654856429,memes,41368519.50439944,0.0029174654856429,4997975.63364507,14179608879.0,Base
Toshi,TOSHI,9.88604607441902e-05,memes,40341919.01355917,9.88604607441902e-05,1485556.05076522,408069300000.0,Base
Cate,CATE,0.0402594639950662,memes,40259463.995066285,0.0402594639950662,16401742.64386302,1000000000.0,Ethereum
ArbDoge AI,AIDOGE,2.28378205409721e-10,memes,39841924.66497836,2.28378205409721e-10,3820466.31100445,1.74455896934211e+17,Arbitrum
Matr1x,MAX,0.3035767801674029,gaming,39622841.34744944,0.3035767801674029,17103234.07791157,130520000.0,Ethereum
Ultiverse,ULTI,0.0174813845563782,gaming,39158301.40628732,0.0174813845563782,3663529.10158393,2240000000.0,BNB
Dimitra,DMTR,0.0798514399957267,ai-big-data,38847979.60635088,0.0798514399957267,299155.47876356,486503181.51344335,Ethereum
RETARDIO,RETARDIO,0.0340535711722508,memes,33225090.86339752,0.0340535711722508,763977.93343127,975671265.0,Solana
KARRAT,KARRAT,0.2794014760806557,gaming,32518315.140168183,0.2794014760806557,676723.26942721,116385624.0,Ethereum
PaLM AI,PALM,0.4126516932851811,ai-big-data,31897975.890944503,0.4126516932851811,257747.08830047,77300000.0,Ethereum
GameFi.org,GAFI,2.913461423060751,gaming,31888019.356050324,2.913461423060751,48445.73774573,10945063.1828,BNB
Verasity,VRA,0.0028646190565186,ai-big-data,28447141.4644585,0.0028646190565186,7999390.23826711,9930514635.0,Ethereum
Virtuals Protocol,VIRTUAL,0.0281617543056432,ai-big-data,28161754.30564322,0.0281617543056432,854003.48716906,1000000000.0,Ethereum
crow with knife,CAW,3.6354036048210807e-08,memes,27987569.005259745,3.6354036048210807e-08,224329.14311693,769861397731578.0,Cronos
SIDUS,SIDUS,0.0029562471036806,ai-big-data,27661216.4225508,0.0029562471036806,575649.78692725,9356868845.0,Ethereum
PlayDapp,PDA,0.0457924138244856,gaming,27558354.63565718,0.0457924138244856,1914579.77977949,601810482.0,Ethereum
Doge Killer,LEASH,254.4839811822744,memes,27070231.05865089,254.4839811822744,890229.05475994,106373.02565328,Ethereum
Sentinel Protocol,UPP,0.0536691257946596,ai-big-data,26718358.52152429,0.0536691257946596,1108875.39304269,497834800.2862929,Ethereum
LinqAI,LNQ,0.1387265980358297,ai-big-data,26556995.70643809,0.1387265980358297,3066976.35706419,191434058.66248563,Ethereum
MAGA,MAGA,6.647961942879175e-05,memes,25944262.87414368,6.647961942879175e-05,8093496.20384463,390258895840.0,Ethereum
FEED EVERY GORILLA,FEG,0.0003170869093388,memes,25538664.46661766,0.0003170869093388,275654.06399565,80541528882.0,BNB
Grok,GROK,0.0039099577985949,memes,24713759.39893179,0.0039099577985949,6075337.61617816,6320722798.545914,Ethereum
Samoyedcoin,SAMO,0.006437845618717,memes,23544067.10543513,0.006437845618717,756350.19258262,3657134467.0,Solana
The Root Network,ROOT,0.0226045224253517,gaming,23484421.047077045,0.0226045224253517,4359395.37260323,1038925778.0,Ethereum
catwifhat,CWIF,6.925035616765999e-07,memes,23478001.57314369,6.925035616765999e-07,258723.87221002,33903076998336.0,Solana
SingularityDAO,SDAO,0.2837788524256913,ai-big-data,23477933.62051369,0.2837788524256913,325339.21807267,82733203.76,Ethereum
GameStop,GME,0.0033915232851856,gaming,23351364.34383844,0.0033915232851856,8879701.51837763,6885214218.0,Solana
SPX6900,SPX,0.0248894581112729,memes,23171913.51718184,0.0248894581112729,2469588.46041648,930993090.07,Ethereum
Kishu Inu,KISHU,2.35391767840213e-10,memes,21923470.55108149,2.35391767840213e-10,329067.24376211,9.313609712113394e+16,Ethereum
Moon Tropica,CAH,9.73951312547915,gaming,21780171.27760213,9.73951312547915,107582.93540965,2236269.0,Ethereum
PUPS (Ordinals),PUPS,2.7411525401389323,memes,21298755.236879505,2.7411525401389323,196284.00926621,7770000.0,Ethereum
Hoppy,HOPPY,5.060803004625958e-05,memes,21290292.160160944,5.060803004625958e-05,2168725.93003918,420690000000.0,Ethereum
ZTX,ZTX,0.0057978507356986,gaming,21075975.57249784,0.0057978507356986,6192638.39415244,3635135938.0,Arbitrum
Vectorspace AI,VXV,0.4242482988659888,ai-big-data,21007525.977233768,0.4242482988659888,60969.63831533,49517054.12464035,Ethereum
Nexera,NXRA,0.0254602144105104,real-world-assets,20895546.8669227,0.0254602144105104,69253.26092528,820713703.7422844,Ethereum
Swarm Markets,SMT,0.254283344672192,real-world-assets,20804414.342281982,0.254283344672192,155521.50736507,81815875.0,Ethereum
Guild of Guardians,GOG,0.0319856978756395,gaming,20515114.887818582,0.0319856978756395,86678.8819815,641384001.299,Ethereum
MUNCAT,MUNCAT,0.0198502958530731,memes,19850295.853073195,0.0198502958530731,4012250.28263137,1000000000.0,TRON
ELYSIA,EL,0.0047926546972664,real-world-assets,19222042.93875386,0.0047926546972664,2303483.84322102,4010729784.0,Ethereum
OORT,OORT,0.0892393177764806,ai-big-data,18950858.9702172,0.0892393177764806,468136.66762472,212359971.3938172,BNB
8-Bit Coin,COIN,0.0006248509819717,memes,18745529.459153995,0.0006248509819717,70006.37421372,30000000000.0,Solana
Cere Network,CERE,0.0026336152629195,ai-big-data,18277089.643488284,0.0026336152629195,309866.21424294,6939923952.0,Ethereum
Agoras: Currency of Tau,AGRS,1.0136033344825923,ai-big-data,18244860.02068666,1.0136033344825923,182686.76925598,18000000.0,Ethereum
MON Protocol,MON,0.1365243425847326,gaming,18148049.06328391,0.1365243425847326,3374509.48063636,132929034.63,Ethereum
Ginnan The Cat,GINNAN,2.601234520900771e-06,memes,17948513.933884807,2.601234520900771e-06,4661738.83168748,6899998362189.0,Solana
Billy,BILLY,0.0187776796543507,memes,17578493.0355205,0.0187776796543507,5460619.93339267,936137657.0,Solana
GT Protocol,GTAI,0.4851615521586548,ai-big-data,17337706.341933977,0.4851615521586548,6263105.05466138,35735944.58339167,BNB
Foxsy AI,FOXSY,0.084154991205303,memes,17103724.791134067,0.084154991205303,1604144.78508783,203240765.0,MultiversX
LandWolf (SOL),WOLF,0.0016308459371494,memes,16308203.62927738,0.0016308459371494,469548.58565106,9999843184.318316,Solana
Invest Zone,IVfun,0.017035235186247,memes,16016850.19026589,0.017035235186247,3137769.22689861,940218906.0,TRON
Smog,SMOG,0.0200747749157784,memes,15638249.016998604,0.0200747749157784,198450.09027421,778999968.0,Solana
BOB (ETH),BOB,2.2398217734158643e-05,memes,15435231.07076268,2.2398217734158643e-05,1939543.42372496,689127646403.0,Ethereum
Commune AI,COMAI,0.1520999925305022,ai-big-data,15321923.62633837,0.1520999925305022,34086.01368651,100735860.4785316,Ethereum
NuNet,NTX,0.0301018803723324,ai-big-data,15173896.283357255,0.0301018803723324,85192.89329475,504084665.0,Ethereum
Hege,HEGE,0.0150825595225905,memes,15080333.289596638,0.0150825595225905,681073.82746058,999852396.87,Solana
Botto,BOTTO,0.3142682887564575,ai-big-data,14929116.614540605,0.3142682887564575,8455.28054483,47504368.55596951,Ethereum
First Neiro On Ethereum,NEIRO,3.513405298259707e-05,memes,14517289.264297295,3.513405298259707e-05,4652302.04347643,413197113110.9791,Ethereum
AIT Protocol,AIT,0.0634296084857496,ai-big-data,14386459.966543645,0.0634296084857496,1229295.21437535,226809849.68992475,Ethereum
Zero1 Labs,DEAI,0.1541981617538722,ai-big-data,14066148.137701448,0.1541981617538722,1291788.77432708,91221244.0,Ethereum
Brickken,BKN,0.2238908263830115,real-world-assets,13985530.356836962,0.2238908263830115,932988.62978643,62465848.1223872,Ethereum
zKML,ZKML,0.1481328382233122,ai-big-data,13831400.162554154,0.1481328382233122,54827.55389983,93371600.30447224,Ethereum
Katana Inu,KATA,0.0004978163938408,gaming,13553702.473129729,0.0004978163938408,335887.44755938,27226308014.0,Ethereum
Apeiron,APRS,0.1532896424360772,ai-big-data,13432896.144442389,0.1532896424360772,4246251.52415558,87630814.0,Ethereum
Basenji,BENJI,0.0144725805669589,memes,13344368.667426148,0.0144725805669589,1740620.7071186,922044870.0,Base
PAW,PAW,1.3765935180781664e-08,memes,13049535.669851676,1.3765935180781664e-08,290291.86664351,947958529404516.0,Ethereum
QnA3.AI,GPT,0.0836116718281494,ai-big-data,12855289.526877657,0.0836116718281494,1461734.57335548,153749939.99999988,BNB
Wrapped Dog,WDOG,0.0128431570611589,memes,12843137.01299077,0.0128431570611589,3077673.39857104,999998439.0,Solana
Pitbull,PIT,3.17682125902238e-10,memes,12768330.218262283,3.17682125902238e-10,261865.16807149,4.019215806366e+16,BNB
Pepe 2.0,PEPE2.0,2.6962306555249144e-08,memes,12645321.774411846,2.6962306555249144e-08,1079013.52995819,469000000000000.0,Ethereum
Troll,TROLL,1.2875240232728905e-08,memes,12365638.224317493,1.2875240232728905e-08,1389652.95117102,960420000000000.0,Ethereum
Brainlet,BRAINLET,0.0127258429621879,memes,12126526.272564746,0.0127258429621879,3049763.38618125,952905541.0,Solana
Ben the Dog,BENDOG,0.0120109546645333,gaming,12008323.63368558,0.0120109546645333,1151198.40604201,999780947.4,Solana
Credefi,CREDI,0.0159759866767142,real-world-assets,11959206.333416265,0.0159759866767142,443243.99756038,748573880.0,Ethereum
DUKO,DUKO,0.0012318677264357,memes,11904715.493776642,0.0012318677264357,897922.24664655,9663955990.0,Solana
Jesus Coin,JESUS,7.728259712031147e-08,memes,11702632.206909047,7.728259712031147e-08,139260.71594901,151426487242538.0,Ethereum
SPECTRE AI,SPECTRE,1.2327767794264597,ai-big-data,11210869.862417093,1.2327767794264597,29967.37058373,9093998.24,Ethereum
Shark Cat,SC,0.0111647097472146,memes,11051896.149703356,0.0111647097472146,1062853.90211783,989895519.0,Solana
BADMAD ROBOTS,METAL,0.015356255027058,gaming,11045751.169711877,0.015356255027058,29382.41787618,719299800.0,Polygon
Ooki Protocol,OOKI,0.001241284076598,ai-big-data,10894772.90871644,0.001241284076598,741729.93501895,8777018181.5071,Ethereum
Atlas Navi,NAVI,0.1126871354631717,ai-big-data,10651688.25107011,0.1126871354631717,42082.48133919,94524438.90146878,Ethereum
SAD HAMSTER,HAMMY,0.0112285059757525,memes,10576143.81419378,0.0112285059757525,187384.58718272,941901250.0,Solana
BreederDAO,BREED,0.0158204290711621,gaming,10386013.424532978,0.0158204290711621,476960.54254948,656493789.0,Ethereum
Lumerin,LMR,0.0170359709865156,ai-big-data,10334275.539985212,0.0170359709865156,41217.65217076,606615000.0,Ethereum
Slothana,SLOTH,0.0059242372762119,memes,10042282.143661886,0.0059242372762119,2326264.48648265,1695118152.0,Solana
Rake Coin,RAKE,0.0001431811147858,gaming,10014862.982544204,0.0001431811147858,1591626.93562306,69945418413.04674,Ethereum
GameGPT,DUEL,0.0031957455151916,ai-big-data,9442676.652054744,0.0031957455151916,2629279.64379219,2954764892.0,Ethereum
Super Trump Coin,STRUMP,0.0051059522147308,memes,9381587.699612364,0.0051059522147308,691976.40551235,1837382589.0,Ethereum
DexCheck AI,DCK,0.0262971051360115,ai-big-data,8925820.91073687,0.0262971051360115,1032973.15314208,339422186.0,Ethereum
Octokn,OTK,0.0291696823120572,gaming,8842406.77982353,0.0291696823120572,109967.05260075,303136890.05,Solana
Saito,SAITO,0.0043601959221413,gaming,8630102.106180942,0.0043601959221413,40177.85379501,1979292275.0,Ethereum
Bag.win,BAG,0.0021234210554404,gaming,8625690.347399728,0.0021234210554404,18533.00114096,4062166721.621114,Ethereum
LOBO•THE•WOLF•PUP,LOBO,0.0005249373501386,memes,8602558.674001506,0.0005249373501386,397264.59395284,16387781650.0,Bitcoin
nubcat,NUB,0.008943997813406,memes,8496800.185567228,0.008943997813406,1641153.73318912,950000253.0,Solana
Cross The Ages,CTA,0.1114300415235492,gaming,8475976.265574522,0.1114300415235492,2973182.33593287,76065450.12175412,Ethereum
HotKeySwap,HOTKEY,0.1974116691272448,ai-big-data,8387558.487108545,0.1974116691272448,7671.01422809,42487652.95481196,Ethereum
Pikaboss,PIKA,1.954303031466833e-08,memes,8221557.42307782,1.954303031466833e-08,17348.64703677,420690000000000.0,Ethereum
Metacade,MCADE,0.0061456377594655,gaming,8178330.516305885,0.0061456377594655,408681.99349376,1330753753.54,Base
Crypto-AI-Robo.com,CAIR,0.009372047222853,ai-big-data,8047148.25929717,0.009372047222853,1032578.7904733,858632918.5020301,Solana
Mochi (New),MOCHI,8.30985689889827e-06,memes,7791571.124113984,8.30985689889827e-06,288578.07326224,937630000000.0,Base
POOH,POOH,1.833163941442337e-08,memes,7711937.38525377,1.833163941442337e-08,457016.71132704,420690000000000.0,Ethereum
Ta-da,TADA,0.0337971064278146,ai-big-data,7636063.880553299,0.0337971064278146,107431.65295797,225938392.0,MultiversX
Doge Eat Doge,OMNOM,2.403959333037225e-08,memes,7452273.932415397,2.403959333037225e-08,21343.07892652,310000000000000.0,Dogecoin
Rain Coin,RAIN,7.239943120727676,memes,7239943.120727676,7.239943120727676,67707.15618507,1000000.0,Polygon
GAM3S.GG,G3,0.0412036234548152,gaming,7159482.000868531,0.0412036234548152,453960.39866599,173758553.26703897,Ethereum
Solama,SOLAMA,0.010922539846645,memes,7141900.103636604,0.010922539846645,87115.85454862,653868075.0,Solana
Three Protocol Token,THREE,0.0830319943373328,ai-big-data,7057719.518673294,0.0830319943373328,298628.07452677,85000000.0,Ethereum
Dogechain,DC,0.0002319613889784,memes,7050453.657184212,0.0002319613889784,855666.87764975,30394944987.3324,Ethereum
Farcana,FAR,0.0082966931071218,gaming,6931298.025789719,0.0082966931071218,1134918.98859313,835429000.0,Polygon
Starlink,STARL,6.9362536072244e-07,memes,6921806.7989218775,6.9362536072244e-07,301616.29928958,9979172029858.488,Ethereum
MAGA AGAIN,MAGAA,0.0069154843590209,memes,6915484.359020973,0.0069154843590209,545866.39678408,1000000000.0,Ethereum
KOMPETE,KOMPETE,0.0090137408942469,gaming,6768192.576789055,0.0090137408942469,6484.11236674,750874987.0,Ethereum
CatDog,CATDOG,6.738475269968575e-05,memes,6738475.269968575,6.738475269968575e-05,5261082.88519835,100000000000.0,Solana
PIBBLE,PIB,0.0002978362148452,ai-big-data,6522762.289087268,0.0002978362148452,1394270.76029019,21900500892.67001,Ethereum
GameZone,GZONE,0.0077343596809299,gaming,6497769.255892253,0.0077343596809299,810.67753423,840117284.94,Ethereum
PlayZap,PZP,0.1099937936249635,gaming,6327384.599338536,0.1099937936249635,672879.8043398,57524923.82354298,BNB
Stobox Token,STBU,0.0626256755426729,real-world-assets,6246911.135381627,0.0626256755426729,121314.52730184,99750000.0,Ethereum
Nuco.cloud,NCDT,0.1875738138072847,ai-big-data,6154200.724541002,0.1875738138072847,166331.9901699,32809487.633833,Ethereum
Pikamoon,PIKA,0.0003502194975895,gaming,6112532.213926957,0.0003502194975895,8614.53610592,17453432079.016533,Ethereum
UNKJD,MBS,0.0097683922788232,gaming,6109521.287984593,0.0097683922788232,152490.24133061,625437750.0,Solana
MongCoin,$MONG,1.0560966026291292e-08,memes,6137991.628872428,1.0560966026291292e-08,1184436.36834992,581196039603956.0,Ethereum
Hemule,HEMULE,0.0062255445160363,memes,6101024.834693511,0.0062255445160363,399162.52206857,979998587.911129,Ethereum
Kimbo,KIMBO,8.743950906197537e-05,memes,6070050.71908233,8.743950906197537e-05,94194.16086502,69420000000.0,Avalanche
Baby Bonk,BABYBONK,1.5575980204866e-11,memes,6022472.268970623,1.5575980204866e-11,7097849.32879072,3.866512533888031e+17,BNB
Big Data Protocol,BDP,0.1134326121205152,ai-big-data,5930127.204766049,0.1134326121205152,67484.54710294,52278856.08827953,Ethereum
MetaTrace,TRC,0.016318694103113,gaming,5839638.008984432,0.016318694103113,530847.70314652,357849590.91,Polygon
Astrafer,ASTRAFER,0.0372100560842521,gaming,5820288.69143551,0.0372100560842521,2.88837866,156417090.0,Polygon
bitsCrunch,BCUT,0.0240477044646998,ai-big-data,5759699.323665496,0.0240477044646998,595580.41555413,239511398.3590532,Ethereum
PLAYA3ULL GAMES,3ULL,0.0012054967616982,gaming,5693845.547227655,0.0012054967616982,1675649.26794479,4723235871.0,Avalanche
AIPAD,AIPAD,0.0495050723600937,ai-big-data,5639463.446948453,0.0495050723600937,518436.81410978,113916881.20214634,Ethereum
Bad Idea AI,BAD,1.0335374722771842e-08,ai-big-data,5415065.433332113,1.0335374722771842e-08,3440619.38597153,523935084946765.0,Ethereum
Swash,SWASH,0.0053933339087846,ai-big-data,5336559.459763394,0.0053933339087846,83998.4224827,989473218.239138,Ethereum
Genopets,GENE,0.092556124800851,gaming,5279064.824570766,0.092556124800851,147680.321186,57036364.0,BNB
CATAMOTO,CATA,0.0002716484438247,memes,5263913.006725827,0.0002716484438247,1070501.53204284,19377666710.0,Multichain
Fofar (fofar.meme),FOFAR,0.0054441340454035,memes,5171885.78261406,0.0054441340454035,3010151.02494553,949992366.0,Solana
Wall Street Memes,WSM,0.0027333710047414,memes,5171705.458782024,0.0027333710047414,941210.97409837,1892061286.159461,BNB
Landshare,LAND,1.3298467389581317,real-world-assets,5168463.237220427,1.3298467389581317,422191.04290908,3886510.442,BNB
Optimus AI,OPTI,0.0537307805894133,ai-big-data,5106301.455737279,0.0537307805894133,36181.37712519,95034939.0,Ethereum
Synesis One,SNS,0.0110908561958725,ai-big-data,5060233.728613668,0.0110908561958725,795447.33038155,456252758.06,Solana
Akita Inu,AKITA,7.321339283715358e-08,gaming,4983748.487625815,7.321339283715358e-08,165050.88626008,68071541209830.58,Ethereum
Dejitaru Tsuka,TSUKA,0.0049067148826767,memes,4906714.882676727,0.0049067148826767,74221.5077265,1000000000.0,Ethereum
